PI,Crest_Time,Decay_Time,Pulse_Width,PW50,Systolic_Width,Diastolic_Width,Upslope,Downslope,DNP,RWI,Delta_T,State,Channel
0.14214550349174304,0.2355,0.721,0.957,0.542,0.2355,0.721,4.246284501061571,1.3869625520110958,0.9999631615941043,0.9999945008014659,0.2355,Congestion,IR
0.1440043210661258,0.177,0.7895,0.967,0.5355,0.177,0.7895,5.649717514124294,1.266624445851805,0.999789574848693,0.999789574848693,0.177,Congestion,IR
0.1480550350282323,0.1795,0.7745,0.9545,0.528,0.1795,0.7745,5.571030640668524,1.2911555842479019,0.9999787117868195,0.9999836160663435,0.1795,Congestion,IR
0.14414078881825604,0.2805,0.6785,0.9595,0.536,0.2805,0.6785,3.5650623885918,1.4738393515106853,0.9999335695520282,0.9999335695520282,0.2805,Congestion,IR
0.14418260177734873,0.1765,0.781,0.958,0.5415,0.1765,0.781,5.6657223796034,1.2804097311139564,0.9999521623891341,0.9999521623891341,0.1765,Congestion,IR
0.14844949270204716,0.188,0.781,0.9695,0.5435,0.188,0.781,5.319148936170213,1.2804097311139564,0.9999738452448811,0.9999738452448811,0.188,Congestion,IR
0.15028007319539374,0.1755,0.7825,0.9585,0.529,0.1755,0.7825,5.698005698005699,1.2779552715654952,0.9999663075412425,0.9999663075412425,0.1755,Congestion,IR
0.14850950496560647,0.168,0.7945,0.963,0.526,0.168,0.7945,5.952380952380952,1.2586532410320956,0.999748493478112,0.999748493478112,0.168,Congestion,IR
0.14475259423181377,0.1755,0.7825,0.9585,0.5275,0.1755,0.7825,5.698005698005699,1.2779552715654952,0.9999204318810044,0.9999204318810044,0.1755,Congestion,IR
0.1479408830294237,0.171,0.7885,0.96,0.5305,0.171,0.7885,5.847953216374268,1.2682308180088777,0.9999839541245088,0.9999839541245088,0.171,Congestion,IR
0.14974101284629368,0.168,0.7915,0.96,0.534,0.168,0.7915,5.952380952380952,1.2634238787113077,0.9999487852004174,0.9999487852004174,0.168,Congestion,IR
0.14966097421478786,0.175,0.784,0.9595,0.5435,0.175,0.784,5.714285714285714,1.2755102040816326,0.9999844704748495,0.9999907887827034,0.175,Congestion,IR
0.1487228283959557,0.2745,0.692,0.967,0.537,0.2745,0.692,3.6429872495446265,1.4450867052023122,0.9999681136374577,0.9999681136374577,0.2745,Congestion,IR
0.15110224704418126,0.1735,0.781,0.955,0.5185,0.1735,0.781,5.763688760806917,1.2804097311139564,0.9999730127433966,0.9999730166861011,0.1735,Congestion,IR
0.15275515275550802,0.2455,0.7145,0.9605,0.5475,0.2455,0.7145,4.0733197556008145,1.3995801259622114,0.9999712820182064,0.999977102965449,0.2455,Congestion,IR
0.15507615693528373,0.1845,0.778,0.963,0.5195,0.1845,0.778,5.420054200542006,1.2853470437017995,0.9999843972666644,0.9999903595528999,0.1845,Congestion,IR
0.15358507982276717,0.1705,0.7895,0.9605,0.5235,0.1705,0.7895,5.865102639296187,1.266624445851805,0.9999593676412769,0.9999593676412769,0.1705,Congestion,IR
0.15413814826901068,0.17,0.793,0.9635,0.527,0.17,0.793,5.88235294117647,1.2610340479192939,0.9998883486347537,0.9998883486347537,0.17,Congestion,IR
0.15354365866310352,0.1735,0.788,0.962,0.529,0.1735,0.788,5.763688760806917,1.2690355329949239,0.9999836944620543,0.9999854599235872,0.1735,Congestion,IR
0.15520567370525581,0.1695,0.786,0.956,0.515,0.1695,0.786,5.899705014749262,1.272264631043257,0.9999545133237839,0.9999545133237839,0.1695,Congestion,IR
0.15264864739503842,0.1745,0.7895,0.9645,0.5385,0.1745,0.7895,5.730659025787966,1.266624445851805,0.9999394678798853,0.9999394678798853,0.1745,Congestion,IR
0.15283503997737657,0.2695,0.687,0.957,0.537,0.2695,0.687,3.7105751391465676,1.455604075691412,0.999927112973836,0.999927112973836,0.2695,Congestion,IR
0.16333483530443607,0.1705,0.7935,0.9645,0.5375,0.1705,0.7935,5.865102639296187,1.260239445494644,0.9999461502807154,0.9999461502807154,0.1705,Congestion,IR
0.16253835521715373,0.1745,0.787,0.962,0.5345,0.1745,0.787,5.730659025787966,1.2706480304955527,0.9998870698691323,0.9998870698691323,0.1745,Congestion,IR
0.1584149859889577,0.1625,0.797,0.96,0.5285,0.1625,0.797,6.153846153846153,1.2547051442910915,0.999903043571225,0.999903043571225,0.1625,Congestion,IR
0.15942014233503657,0.1695,0.787,0.957,0.526,0.1695,0.787,5.899705014749262,1.2706480304955527,0.999962487894111,0.999962487894111,0.1695,Congestion,IR
0.1606224213270971,0.172,0.7885,0.961,0.533,0.172,0.7885,5.813953488372094,1.2682308180088777,0.9999531088261618,0.9999531088261618,0.172,Congestion,IR
0.1602842656678778,0.177,0.7845,0.962,0.5505,0.177,0.7845,5.649717514124294,1.2746972594008923,0.9999727673118199,0.9999727673118199,0.177,Congestion,IR
0.15540205997121198,0.161,0.7975,0.959,0.584,0.161,0.7975,6.211180124223603,1.2539184952978057,0.9999652379404943,0.9999652379404943,0.161,Congestion,IR
0.1414531866431051,0.155,0.4935,0.649,0.408,0.155,0.4935,6.451612903225807,2.026342451874367,0.9997822729000876,0.9997822729000876,0.155,Congestion,IR
